Datum,strompreis_EUR_MWh,grid_co2_kg_MWh,T_outdoor_C,T_ground_C,T_WRG1_C,WRG1_Q_MW,T_WRG2_C,WRG2_Q_MW,T_WRG3_C,WRG3_Q_MW,T_WRG4_C,WRG4_Q_MW,demand_north_MW,demand_south_MW,demand_east_MW,demand_west_MW,waermebedarf_MWth,zone_01_demand_MWth,zone_02_demand_MWth,zone_03_demand_MWth,zone_04_demand_MWth,zone_05_demand_MWth,zone_06_demand_MWth,zone_07_demand_MWth,zone_08_demand_MWth,zone_09_demand_MWth,zone_10_demand_MWth,zone_11_demand_MWth,zone_12_demand_MWth,zone_13_demand_MWth,zone_14_demand_MWth,zone_15_demand_MWth,zone_16_demand_MWth,zone_17_demand_MWth,zone_18_demand_MWth,zone_19_demand_MWth,zone_20_demand_MWth,zone_21_demand_MWth,zone_22_demand_MWth,zone_23_demand_MWth
2023-01-06 10:00:00,105.9808,420.0,5.5641,10.0,13.4757,5.0,16.0783,3.5,7.8258,4.2,14.0422,3.8,14.1951,15.0965,15.8329,17.3584,62.4829,3.722,3.1061,2.4831,2.4691,2.4148,3.4882,2.864,2.3138,2.2593,2.3424,1.8288,3.6805,3.14,2.4877,2.5266,2.0165,1.9816,4.0047,3.4686,3.2974,2.6329,1.9735,1.9813
2023-01-06 11:00:00,108.9778,410.3528,5.883,10.0,13.1093,5.0,16.365,3.5,6.5403,4.2,12.9254,3.8,15.5803,16.9157,17.8896,19.1444,69.53,4.2039,3.5016,2.6105,2.6478,2.6165,3.8621,3.1193,2.6615,2.5597,2.7234,1.9897,4.0536,3.476,2.8367,2.9735,2.2641,2.2857,4.4719,3.7239,3.6884,2.8835,2.1925,2.1842
2023-01-06 12:00:00,110.0,400.0,7.4203,10.0,10.192,5.0,13.789,3.5,11.4963,4.2,12.981,3.8,14.2265,15.878,17.1926,17.9511,65.2482,3.7779,3.1234,2.4648,2.4108,2.4496,3.6539,2.9805,2.3833,2.4453,2.5134,1.9016,4.0694,3.3545,2.7466,2.8002,2.1403,2.0816,4.2645,3.4589,3.5558,2.7187,2.0087,1.9445
2023-01-06 13:00:00,108.9778,389.6472,7.4501,10.0,10.7296,5.0,13.6984,3.5,9.9966,4.2,13.2317,3.8,15.2781,17.8137,19.1151,19.3684,71.5753,4.1082,3.3112,2.6197,2.5627,2.6763,4.0105,3.2523,2.6882,2.775,2.9086,2.1791,4.4393,3.8281,3.1017,3.0623,2.3218,2.3619,4.5924,3.8701,3.7232,2.8535,2.1999,2.1293
2023-01-06 14:00:00,105.9808,380.0,8.2769,10.0,13.3446,5.0,14.2999,3.5,7.2701,4.2,14.2943,3.8,14.0857,16.5573,17.4103,17.3769,65.4302,3.6834,3.1051,2.4482,2.4238,2.4252,3.558,3.1366,2.4658,2.6469,2.7017,2.0483,4.0104,3.4496,2.8752,2.8016,2.1651,2.1084,4.2178,3.3483,3.4115,2.6737,1.8637,1.8619
2023-01-06 15:00:00,101.2132,371.7157,8.1765,10.0,13.0707,5.0,10.2462,3.5,7.2598,4.2,12.8925,3.8,15.4644,18.7837,19.6911,18.8424,72.7816,4.0374,3.3199,2.6407,2.6833,2.7831,4.2144,3.5426,2.877,2.9225,2.9832,2.244,4.6706,3.9682,3.2213,3.2166,2.3505,2.2639,4.5046,3.7367,3.6167,2.8419,2.0835,2.059
2023-01-06 16:00:00,95.0,365.359,9.3719,10.0,11.8082,5.0,11.8196,3.5,9.1784,4.2,16.3615,3.8,13.1574,16.315,16.761,15.9335,62.1669,3.4704,2.7776,2.2662,2.2693,2.3739,3.6475,2.9817,2.5667,2.5361,2.5697,2.0133,4.1066,3.4345,2.6154,2.7186,1.9594,1.9265,3.8273,3.1609,2.9817,2.4498,1.7223,1.7915
2023-01-06 17:00:00,87.7646,361.363,8.6858,10.0,12.0847,5.0,17.5837,3.5,13.188,4.2,12.0608,3.8,13.2564,16.4765,16.34,15.5321,61.605,3.3843,2.9008,2.2604,2.3165,2.3944,3.5664,3.0432,2.5774,2.6125,2.654,2.023,4.0565,3.3232,2.5909,2.585,1.9307,1.8537,3.7869,3.0941,2.8742,2.2801,1.756,1.7408
2023-01-06 18:00:00,80.0,360.0,9.208,10.0,14.4053,5.0,18.1399,3.5,9.3308,4.2,13.4763,3.8,13.5854,16.8934,16.4413,15.5112,62.4313,3.4015,2.9005,2.4239,2.4364,2.4231,3.8396,3.2066,2.6331,2.5963,2.6105,2.0073,4.0645,3.2907,2.7081,2.6259,1.9065,1.8456,3.7741,3.0538,2.9869,2.2947,1.7162,1.6855
2023-01-06 19:00:00,72.2354,361.363,10.278,10.0,10.6669,5.0,14.3519,3.5,6.8437,4.2,12.9705,3.8,12.1255,14.7484,14.1232,13.2074,54.2045,3.0332,2.6279,2.1265,2.1435,2.1944,3.2814,2.8099,2.2322,2.3557,2.3672,1.702,3.5614,2.895,2.276,2.1575,1.6074,1.6259,3.0877,2.6319,2.5416,1.9857,1.4794,1.4811
2023-01-06 20:00:00,65.0,365.359,9.991,10.0,12.9442,5.0,16.0031,3.5,9.3585,4.2,16.744,3.8,12.5093,15.3907,14.1725,13.5128,55.5853,3.0981,2.6662,2.2062,2.2741,2.2647,3.4034,2.9495,2.4058,2.4441,2.3826,1.8053,3.5666,2.8771,2.2338,2.1807,1.6918,1.6225,3.2289,2.5514,2.601,2.0973,1.5177,1.5165
2023-01-06 21:00:00,60.0,371.7157,9.334,10.0,11.4456,5.0,15.4725,3.5,9.3046,4.2,14.2431,3.8,13.599,16.3872,14.5594,14.1643,58.7099,3.4147,2.9281,2.3798,2.4294,2.447,3.7405,3.1555,2.5454,2.5379,2.5737,1.8342,3.648,2.9794,2.2848,2.3281,1.6955,1.6236,3.3097,2.6427,2.6865,2.1894,1.6688,1.6672
2023-01-06 22:00:00,60.0,380.0,8.0165,10.0,11.4146,5.0,21.0078,3.5,4.85,4.2,15.9137,3.8,12.0298,14.077,12.5303,12.3235,50.9606,2.9996,2.6065,2.1285,2.1732,2.122,3.2048,2.6927,2.1722,2.2294,2.2025,1.5754,3.1842,2.5471,1.9631,1.9532,1.4725,1.4102,2.8794,2.3196,2.3138,1.8709,1.4742,1.4656
2023-01-06 23:00:00,60.0,389.6472,7.7526,10.0,14.0476,5.0,17.0891,3.5,9.7414,4.2,10.8789,3.8,13.346,15.3694,13.3554,13.5359,55.6067,3.4039,2.8493,2.3715,2.2925,2.4288,3.589,3.0554,2.3693,2.3354,2.2695,1.7508,3.2885,2.6905,2.1338,2.1141,1.5948,1.5337,3.0252,2.5923,2.6237,2.0885,1.6091,1.5971
2023-01-07 00:00:00,60.0,400.0,6.9982,10.0,13.5008,5.0,14.5942,3.5,9.3881,4.2,14.3841,3.8,12.1234,13.937,11.991,12.3792,50.4306,3.1211,2.5559,2.1115,2.196,2.1389,3.3212,2.7148,2.1848,2.0729,2.0991,1.5442,2.9806,2.516,1.9046,1.8327,1.374,1.3831,2.7054,2.3196,2.4288,1.8993,1.499,1.5271
2023-01-07 01:00:00,60.0,410.3528,5.6444,10.0,13.477,5.0,12.9389,3.5,11.2424,4.2,15.6293,3.8,12.5102,13.9677,12.258,12.9209,51.6568,3.1734,2.7572,2.1889,2.1778,2.2129,3.3444,2.6965,2.2082,2.105,2.061,1.5526,3.0157,2.4248,1.9768,1.969,1.409,1.4627,2.8467,2.3777,2.5383,2.068,1.5365,1.5537
2023-01-07 02:00:00,60.0,420.0,6.2517,10.0,14.461,5.0,11.6371,3.5,13.5479,4.2,14.0146,3.8,11.6909,12.6609,11.0851,12.0701,47.507,3.0536,2.4905,2.0759,2.0632,2.0077,3.0181,2.5211,1.912,1.9681,1.8559,1.3857,2.6344,2.2941,1.7774,1.7671,1.2725,1.3396,2.6671,2.2568,2.3276,1.8947,1.4244,1.4995
2023-01-07 03:00:00,60.0,428.2843,5.3174,10.0,11.892,5.0,15.2569,3.5,12.1031,4.2,15.981,3.8,11.702,12.3816,10.7857,12.1683,47.0376,3.0619,2.5237,2.0642,2.0573,1.9949,3.009,2.3978,1.9577,1.834,1.8636,1.3195,2.5946,2.1358,1.7094,1.7109,1.2979,1.3371,2.666,2.3396,2.3324,1.8779,1.4762,1.4762
2023-01-07 04:00:00,65.0,434.641,4.2914,10.0,13.2139,5.0,13.3373,3.5,9.3122,4.2,12.8154,3.8,12.6478,13.1654,11.7544,13.2925,50.8601,3.3796,2.7304,2.1371,2.2004,2.2003,3.232,2.6151,1.9839,1.9333,1.946,1.4551,2.7625,2.312,1.8476,1.9533,1.4193,1.4597,2.9123,2.4931,2.5277,2.0945,1.6447,1.6202
2023-01-07 05:00:00,72.2354,438.637,4.1157,10.0,11.2295,5.0,12.0055,3.5,7.6369,4.2,16.6687,3.8,12.8808,13.3023,12.2337,14.2386,52.6554,3.4524,2.767,2.2786,2.1594,2.2234,3.2343,2.5603,2.0271,1.9968,1.9869,1.4969,2.8274,2.4707,1.9097,1.9614,1.5496,1.5149,3.1189,2.7295,2.7752,2.2382,1.7141,1.6627
2023-01-07 06:00:00,80.0,440.0,4.1042,10.0,12.4983,5.0,13.5569,3.5,14.9967,4.2,18.4478,3.8,13.2011,13.5981,12.9503,14.7114,54.4609,3.567,2.8444,2.3613,2.2198,2.2086,3.276,2.7064,2.1067,2.0067,2.008,1.4943,2.9238,2.56,2.0929,2.1453,1.5579,1.6704,3.2533,2.816,2.8048,2.3021,1.746,1.7892
2023-01-07 07:00:00,87.7646,438.637,3.0814,10.0,11.5897,5.0,12.6869,3.5,9.9684,4.2,13.1243,3.8,13.7781,13.9718,13.6297,15.8004,57.18,3.6902,3.0519,2.3751,2.327,2.3339,3.3646,2.6918,2.142,2.14,2.0433,1.5901,3.1148,2.6439,2.1962,2.2002,1.7331,1.7415,3.6415,2.9262,3.0666,2.407,1.8817,1.8774
2023-01-07 08:00:00,95.0,434.641,4.2783,10.0,12.044,5.0,18.2243,3.5,9.8779,4.2,12.959,3.8,13.2045,13.4497,13.7353,15.4596,55.8491,3.6286,2.841,2.2832,2.2008,2.2509,3.1247,2.5873,2.1002,2.0536,2.0298,1.5541,3.2139,2.6625,2.2279,2.2204,1.6688,1.7418,3.576,2.9269,3.0047,2.431,1.7628,1.7582
2023-01-07 09:00:00,101.2132,428.2843,4.5377,10.0,13.0403,5.0,16.6133,3.5,9.8017,4.2,16.7568,3.8,13.8823,14.5655,15.0284,16.8726,60.3488,3.7853,3.096,2.3789,2.3566,2.2655,3.4397,2.8808,2.2037,2.1572,2.1941,1.69,3.4588,2.9504,2.3902,2.4694,1.896,1.8636,3.9193,3.197,3.2298,2.6492,1.9871,1.8902
2023-01-07 10:00:00,105.9808,420.0,4.9992,10.0,10.2136,5.0,14.8341,3.5,10.2462,4.2,17.0091,3.8,13.8497,14.9842,15.6412,17.4274,61.9025,3.7885,3.1236,2.3483,2.3169,2.2724,3.4918,2.8896,2.218,2.3049,2.268,1.8119,3.5742,3.0557,2.5465,2.5885,1.9076,1.9687,4.0869,3.4014,3.3492,2.6873,1.9557,1.9469
2023-01-07 11:00:00,108.9778,410.3528,6.083,10.0,16.0348,5.0,17.8099,3.5,9.5613,4.2,12.8043,3.8,13.1671,14.6141,15.3572,16.5634,59.7018,3.6621,2.8411,2.2776,2.2422,2.1441,3.3808,2.7964,2.1975,2.2254,2.3201,1.6939,3.5488,3.0492,2.4032,2.4841,1.9121,1.9598,3.8535,3.1848,3.2685,2.5754,1.8847,1.7965
2023-01-07 12:00:00,110.0,400.0,7.8988,10.0,9.838,5.0,15.0047,3.5,8.7027,4.2,13.0096,3.8,14.9665,16.8512,17.8373,18.8588,68.5138,4.1036,3.3532,2.5522,2.4659,2.4916,3.8017,3.193,2.5083,2.6144,2.691,2.0428,4.2292,3.5339,2.8073,2.9168,2.1672,2.1829,4.4398,3.7381,3.6278,2.9066,2.0836,2.0629
2023-01-07 13:00:00,108.9778,389.6472,8.0969,10.0,9.4216,5.0,13.1274,3.5,8.7563,4.2,13.2864,3.8,13.4991,15.8404,16.6708,17.0255,63.0358,3.5987,2.9057,2.3282,2.3286,2.3379,3.5448,2.9376,2.4374,2.4983,2.4669,1.9554,3.9818,3.3232,2.6212,2.6653,2.0676,2.0117,4.1218,3.284,3.2549,2.5482,1.9373,1.8793
2023-01-07 14:00:00,105.9808,380.0,8.2144,10.0,14.1662,5.0,17.8962,3.5,9.7845,4.2,11.1611,3.8,12.1589,14.6554,15.4112,15.2551,57.4806,3.1959,2.7049,2.047,2.1499,2.0612,3.2824,2.7548,2.2631,2.294,2.319,1.7421,3.6617,3.0975,2.4317,2.4948,1.8964,1.8291,3.7338,3.0673,2.8968,2.3011,1.6331,1.623
2023-01-07 15:00:00,101.2132,371.7157,9.4076,10.0,13.4333,5.0,15.9278,3.5,8.7632,4.2,12.0127,3.8,13.3651,16.0285,16.4745,15.9823,61.8504,3.4652,2.8927,2.3219,2.3251,2.3602,3.5473,3.0017,2.4684,2.4912,2.5518,1.9681,4.0348,3.2714,2.6126,2.6854,1.9469,1.9234,3.8615,3.132,3.0754,2.4259,1.7346,1.7529
2023-01-07 16:00:00,95.0,365.359,10.2978,10.0,13.0982,5.0,12.7755,3.5,8.4243,4.2,11.8417,3.8,11.6577,14.4864,14.7384,13.9588,54.8413,3.0105,2.5144,2.0695,2.0161,2.0472,3.1643,2.649,2.2843,2.2892,2.3376,1.762,3.5764,2.9597,2.4231,2.3473,1.7312,1.7007,3.3135,2.7745,2.6997,2.1308,1.5248,1.5155
2023-01-07 17:00:00,87.7646,361.363,10.3601,10.0,13.1067,5.0,14.4693,3.5,10.0629,4.2,12.3144,3.8,12.3865,15.6785,15.6334,14.6636,58.362,3.1484,2.6537,2.1477,2.1602,2.2765,3.4401,3.0112,2.4343,2.501,2.402,1.8899,3.7528,3.2066,2.5105,2.4847,1.8708,1.808,3.4658,2.9288,2.8744,2.1805,1.6279,1.5862
2023-01-07 18:00:00,80.0,360.0,10.0298,10.0,11.8255,5.0,13.0988,3.5,9.34,4.2,13.7806,3.8,12.5142,15.3667,14.9929,14.0939,56.9677,3.2285,2.6998,2.1302,2.2289,2.2268,3.3322,2.9829,2.3341,2.4141,2.499,1.8044,3.7701,3.0538,2.345,2.3168,1.7665,1.7407,3.426,2.7216,2.6165,2.1211,1.5929,1.6158
2023-01-07 19:00:00,72.2354,361.363,9.5743,10.0,10.0555,5.0,12.0844,3.5,12.858,4.2,14.3184,3.8,11.1963,13.6778,12.9828,12.2246,50.0815,2.8504,2.39,1.9827,2.0005,1.9727,3.0784,2.5949,2.0788,2.098,2.1992,1.6285,3.2431,2.6225,2.0701,2.0472,1.5252,1.4747,2.8123,2.3974,2.3416,1.8682,1.3943,1.4108
2023-01-07 20:00:00,65.0,365.359,9.9472,10.0,12.0016,5.0,16.7024,3.5,4.85,4.2,16.951,3.8,11.6897,14.3802,13.3015,12.6797,52.0511,2.9574,2.5279,1.9863,2.138,2.0801,3.3083,2.7235,2.1764,2.2742,2.2344,1.6634,3.3425,2.7159,2.1404,2.0469,1.525,1.5308,2.9582,2.4931,2.3422,1.933,1.4758,1.4774
2023-01-07 21:00:00,60.0,371.7157,9.3181,10.0,10.4957,5.0,18.6688,3.5,12.033,4.2,11.8533,3.8,11.7568,14.0612,12.8765,12.1704,50.8649,2.9719,2.4738,2.0934,2.0888,2.1289,3.1645,2.6494,2.2051,2.1993,2.2388,1.6041,3.2424,2.6774,2.0306,1.9947,1.4857,1.4457,2.7835,2.3049,2.3891,1.8377,1.3893,1.4659
2023-01-07 22:00:00,60.0,380.0,8.9476,10.0,13.8002,5.0,12.0529,3.5,12.3422,4.2,15.8186,3.8,12.312,14.2811,12.6783,12.4552,51.7266,3.1027,2.6413,2.1676,2.2161,2.1843,3.3305,2.7529,2.1767,2.1704,2.2265,1.6241,3.1608,2.5481,2.0588,1.9469,1.48,1.4837,2.8294,2.3682,2.399,1.8967,1.4685,1.4934
2023-01-07 23:00:00,60.0,389.6472,8.094,10.0,11.5559,5.0,15.9759,3.5,5.7032,4.2,13.422,3.8,12.6459,14.9082,13.0374,13.1729,53.7644,3.2043,2.7204,2.2336,2.2149,2.2727,3.4271,2.9429,2.305,2.3351,2.2116,1.6865,3.333,2.652,2.0631,2.0165,1.5125,1.4603,2.9905,2.5347,2.5577,1.9808,1.5517,1.5575
